,index,artist,title,mood,lyrics
And I'd have been the shadow of your shadow
If you might have kept me by your side

[Refrain]
If you go away
If you go away
If you go away1Embed"
900,ML901,Anberlin,Hello Alone,angry,"[Verse 1]
Is this where the interstate ends?
In coastal towns like this
Waiting for my world to cave under
We seem to invent ourselves
In places left unknown
If hope could only find me out

[Pre-Chorus]
Is this the end of everything we know?
This is the end of everything I am

[Chorus]
Is anybody out there?
Hello? Hello?
Broken hearts like promises are left for lesser knowns
Is anybody out there?
Alone, alone
Because the coldest winters thrive

[Verse 2]
Depression is the unholy ghost
In the coastal towns ahead
Though I know a thousand names
I seem my only friend
See Anberlin LiveGet tickets as low as $71You might also like[Pre-Chorus]
I've got the gun, all I need is ten cents for the bullet
I feel helpless, sleeping at best
Waiting for your return
Are you ever coming home?

[Chorus]
Is anybody out there?
Hello? Hello?
Broken hearts like promises are left for lesser knowns
Is anybody out there?
Alone, alone
Because the coldest winters thrive on broken homes (broken homes)

[Bridge]
Does anybody, (does anybody)
Do they ever listen, (Do they ever listen)
Does anybody, (does anybody)
Care at all?
Do they care at all? Do they care at all?
Do they care at all? Do you care at all?
Do you care at all!?

[Pre-Chorus]
Is this the end of everything we know?
This is the end of everything I am
[Chorus]
Is anybody out there?
Hello? Hello?
Broken hearts like promises are left for lesser knowns
Is anybody out there?
Alone, alone
Because the coldest winters thrive on broken homes
Is anybody out there?
Hello? Hello?
Broken hearts like promises are left for lesser knowns
Is anybody out there?
Alone, alone
For lesser known, I'm here
And there's hope, there's hopeEmbed"
901,ML902,U2,A Man And A Woman,happy,"15 ContributorsA Man and a Woman Lyrics[Verse 1]
Little sister
Don't you worry about a thing today
Take the heat from the sun
And little sister
I know that everything is not okay
But you're like honey on my tongue

[Pre-Chorus]
True love never can be rent
But only true love can keep beauty innocent

[Chorus]
And I could never take a chance
Of losing love to find romance
In the mysterious distance
Between a man and a woman
No, I could never take a chance
'Cause I could never understand
The mysterious distance
Between a man and a woman

[Verse 2]
You can run from love
And if it's really love it will find you
Catch you by the heel
But you can't be numb for love
The only pain is to feel nothing at all
How can I hurt when I'm holding you?
You might also like[Chorus]
And I could never take a chance
Of losing love to find romance
In the mysterious distance
Between a man and a woman
And you're the one, there's no one else
It makes me want to lose myself
In the mysterious distance
Between a man and a woman

[Bridge]
Brown-eyed girl across the street
On rue Saint Divine
I thought this is the one for me
But she was already mine
You were already mine...

[Verse 3]
Little sister
I've been sleeping in the street again
Like a stray dog
And little sister
I've been trying to feel complete again
But you're gone and so is God

[Pre-Chorus]
The soul needs beauty for a soulmate
When the soul wants, the soul waits
[Chorus]
And I could never take a chance
Of losing love to find romance
In the mysterious distance
Between a man and a woman
For love and faith and sex and fear
And all the things that keep us here
In the mysterious distance
Between a man and a woman

[Outro]
(You'll see)
(You'll see)
How can I hurt when I'm holding you?2Embed"
902,ML903,Great Big Sea,Captain Wedderburn,relaxed,"A noblemen's fair daughter
Came down a narrow lane
And met with Captain Wedderburn
The keeper of the game
Now my pretty fair miss
If it wasn't for the law
You and I in the bed might lie
Roll me over next to the wall
Roll me over next to the wall

Now, my dear good man, she said
Do not be perplexed
Before that you might bed with me
You must answer questions six
Six questions you must answer me
And I will ask them all
And you and I in the bed might lie
Roll me over next to the wall
Roll me over next to the wall

What is rounder than a ring
And higher than the trees?
And what is worse than a woman's curse
And what is deeper than the sea?
What bird sings first, which one's best?
Where does the dew first fall
And you and I in a bed might lie
Roll me over next to the wall
Roll me over next to the wall
You might also likeThe earth is rounder than a ring
And heaven is higher than the trees
The devil is worse than a woman's curse
And hell in deeper than the sea
The lark sings first, the thrush sings best
Earth is where the dew falls
And you and I in a bed must lie
Roll me over next to the wall
Roll me over next to the wall

He takes her by her lily-white hand
And leads her down the hall
And he takes her by her slender waist
For fear that she might fall
And he lays her on a bed of down
Without a doubt at all
And he and she lie in one bed
Roll me over next to the wall
And she and he lie in one bed
Roll me over next to the wall
Roll me over next to the wall
Roll me over next to the wallEmbed"
903,ML904,The Blues Brothers,Rubber Biscuit,happy,"[Chorus]
Bow bow bow...

[Break 1]
Um, do that again

[Chorus]
Bow bow bow...

[Break 2]
Have you ever heard of a wish sandwich?
A wish sandwich is the kind of a sandwich where you have two slices of bread and you
Hmm, hmm, hmm
Wish you had some meat

[Chorus]
Bow, bow, bow

[Break 3]
Hmm
The other day I had a ricochet biscuit
A ricochet biscuit is the kind of a biscuit that's supposed to bounce back off the wall into your mouth
If it don't bounce back
Hmm, hmm, hmm
You go hungry
You might also like[Chorus]
Bow bow bow

[Break 4]
Hmm
The other day I had a cool water sandwich and a Sunday-go-to-meetin' bun

[Chorus]
Bow, bow, bow

[Outro]
Hmm, hmm, hmm
What do ya want for nothing?
R-r-r-r-rubber biscuit?
Bow bow doo doo dooEmbed"
904,ML905,The Pipettes,Tell Me What You Want,happy,"Our eyes meet all the time
Your eyes permanent on mine
Oh, tell me what, tell me what you want
Tell me what, tell me what you want

You've been looking at me for days
I don't go for secretive games
Oh, tell me what, tell me what you want
Tell me what, tell me what you want
Tell me what, tell me what you want
Tell me what, tell me what you want

I need a kind, and honest man. (honest man)
So come and talk to me. (If that's your plan?)
You could be mine

If you want me, baby, that's fine
But don't keep up this old line
Oh, tell me what, tell me what you want
Tell me what, tell me what you want
Tell me what, tell me what you want
Tell me what, tell me what you want

I need a kind, and honest man. (honest man)
So come and talk to me. (If that's your plan?)
You could be mine
Oh, a kind, and honest man. (honest man)
So come and talk to me. (If that's your plan?)
You could be mine
You might also likeTell me what, tell me what you want
Tell me what, tell me what you want
Tell me what, tell me what you want
You could be mine
Tell me what, tell me what you want
Tell me what, tell me what you want
Tell me what, tell me what you want
You could be mineEmbed"
905,ML906,The Rolling Stones,Citadel,angry,"[Verse 1]
Men at arms shout who goes there
We have journeyed far from here
Armed with Bibles, make us swear

[Chorus]
Candy and Taffy, hope you both are well
Please come see me in the citadel

[Verse 2]
Flags are flying, dollar bills
Round the heights of concrete hills
You can see the pinnacles

[Chorus]
Candy and Taffy, hope you both are well
Please come see me in the citadel

[Verse 3]
In the streets are many walls
Hear the peasants come and crawl
You can hear their numbers called

[Chorus]
Candy and Taffy, hope you both are well
Please come see me in the citadel
See The Rolling Stones LiveGet tickets as low as $81You might also like[Verse 4]
Screaming people fly so fast
In their shiny metal cars
Through the woods of steel and glass

[Chorus]
Candy and Taffy, hope you both are well
Please come see me in the citadel
Oh well!Embed"
906,ML907,Ween,Monique the Freak,happy,"Oh mercy
Girl you lookin' sexy
Movin' on across the floor
Oh mercy
Girl you look so sexy
Saw you comin' through the door

Oh baby, such a fine lady
Talkin' and your voice is deep
Oh baby, such a fine lady
I can hardly speak - Monique!

She's a freak, Monique
I think I'm gonna tweek
She's a freak, Monique
I can hardly speak
She's a freak, Monique
I think I'm gonna tweek
She's a freak, Monique
I can hardly speak

Sexy baby, girl you drive me crazy
Let me take you for a drive
Sexy baby, girl you drive me crazy
My body comes alive (body comes alive)
See Ween LiveGet tickets as low as $64You might also likeGot to make you mine
Girl, you so divine
Oh, there's no use tryin'
Make ya feel so fine
Got to have you girl
Take you 'round the world
Make ya start to swirl
Such a lovely girl

She's a freak, Monique
I think I'm gonna tweak
She's a freak, Monique
I can hardly speak
She's a freak, Monique
I think I'm gonna tweak
She's a freak, Monique
I can hardly speak

Oooooooh... Freak!
Oooooooh... Freak!
Freaky girl, freaky girl, freaky girl (Oooooooh... Freak!)
Freaky girl, freaky girl, alright
Freaky girl, freaky girl, freaky girl (Oooooooh... Freak!)
Freaky girl, freaky girl -

Sexy baby, girl you drive me crazy
Let me take you for a drive (let me take you for a drive)
Sexy baby, girl you drive me crazy
My body comes alive
Got to make you mine
Girl, you so divine
Oh, there's no use tryin'
Make ya feel so fine
Got to have you girl
Take you 'round the world
Make ya start to swirl
Such a lovely girl

She's a freak, Monique
I think I'm gonna tweak
She's a freak, Monique
I can hardly speak
She's a freak, Monique
I think I'm gonna tweak (I think I'm gonna tweak)
She's a freak, Monique
I can hardly speak (I can hardly speak)1Embed"
907,ML908,Adverts,Gary Gilmore's Eyes,angry,"6 ContributorsGary Gilmore’s Eyes LyricsI'm lying in a hospital
I'm pinned against the bed
A stethoscope upon my heart
A hand against my head
They're peeling off the bandages
I'm wincing in the light
The nurse is looking anxious
And she's quivering with fright
Looking through Gary Gilmore's eyes x4
The doctors are avoiding me
My vision is confused
I listen to my earphones
And I catch the evening news
A murderer's been killed
And he donates his sight to science
I'm locked into a private ward
I realise that I must be
Looking through Gary Gilmore's eyes x4

I smash the light in anger
Push my bed against the door
I close my lids across the eyes
And wish to see no more
The eye receives the messages
And sends them to the brain
No guarantee the stimuli
Must be perceived the same way
You might also likeLooking through Gary Gilmore´s eyes x4

Gary don´t need his eyes to see
Gary and his eyes have parted companyEmbed"
908,ML909,Frank Sinatra,Nancy (With The Laughing Face),relaxed,"12 ContributorsNancy (With the Laughing Face) LyricsIf I don't see her each day, I miss her
Gee what a thrill, each time I kiss her
Believe me, I've got a case
Of Nancy, with the laughing face

She takes the winter and makes it summer
And summer could take some lessons from her
Picture a tomboy in lace
That's Nancy with the laughing face

Have you ever heard mission bells ringing
Well she'll give you the very same glow
When she speaks you would think it was singing
Just hear her say hello

I swear to goodness, you can't resist her
Sorry for you, she has no sister
No angel could replace
Nancy, with the laughing faceYou might also likeEmbed"
909,ML910,Bebel Gilberto,So Nice (Summer Samba),relaxed,"3 ContributorsSo Nice (Summer Samba) LyricsSomeone to hold me tight
That would be very nice
Someone to love me right
That would be very nice
Someone to understand
Each little dream in me
Someone to take my hand
And be a team with me

So nice, life would be so nice
If one day I'd find
Someone who would take my hand
And samba through life with me

Someone to cling to me
Stay with me right or wrong
Someone to sing to me
Some little samba song
Someone to take my heart
And give his heart to me
Someone who's ready to
Give love a start with me

Oh yeah, that would be so nice
I could see you and me, that would be niceYou might also likeEmbed"
910,ML911,New London Fire,Nadine,sad,"Hear the sounds of footsteps coming
Wait behind the door
Darkness in your eyes is calling
Everything grows cold
The sun will shine through the window onto you
Walk is cold but
Summer's coming
Feel the wind
It breaks
I've come to seek the fate that waits me
Somewhere in your face
The sun will shine through the window onto you
Oh Nadine
There's a message I will bring
To Nadine
Through the door I hear you sing
Your song
Please just tell me that it
Hasn't gone too far
For youYou might also likeEmbed"
911,ML912,Annie,Anniemal,happy,"[Verse 1]
She's a little girl
In a rich man's world
Everything she'll do
She'll do for you

He's a monster mash
Living on fame and cash
Badly spoiled
A living dead

[Chorus]
Some might say just give it up
There's no more hope, no fair
Move the limits
Ooh wake up the Anniemal in you

[Instrumental]

[Chorus]
Some might say just give it up
There's no more hope, no fair
Move the limits
Ooh wake up the Anniemal in you

[Verse 2]
Girl, can't you see?
Come on now, set him free
Try open up his eyes
And make him realize his misery
You might also likeHe do not care
Sittin' over there
Get up, stand up now
Wake up the Anniemal inside of you

I think it should be inside

[Instrumental]

[Outro]
Animal...Embed"
912,ML913,Animal Collective,Loch Raven,relaxed,"I will not give up on you
I will not give up on you
I will not give up on you
I will not give up on you

(I will not give up on you)
Cute red hood come walk with me
(I will not give up on you)
Leave your room mate friend
(I will not give up on you)
Come up to this apartment with me
(I will not give up on you)
Your soft feet will melt
(I will not give up on you)
They walked so far, jumped workin' streets
(I will not give up on you)
They need to feel some furs
(I will not give up on you)
Come up to my den with me
Wait just a second

(I will not give up on you)
Oh, I'm fevering
Oh, you make me want to...
Now I'm gonna gonna chase you
You might also like(I will not give up on you)
Oh, I'm fevering
Oh, you make me want to...
Now I'm gonna gonna chase you

(I will not give up on you)
Oh, I'm fevering
Oh, you make me want to...
Now I'm gonna gonna chase you

(I will not give up on you)
Oh, I'm fevering
Oh, you make me want to...
Now I'm gonna gonna chase you

(I will not give up on you)
Ooh ooh
Ooh, ooh-ooh, ooh
Ooh ooh
Ooh, ooh-ooh, ooh

(I will not give up on you)
Ooh ooh
Ooh ooh-ooh ooh
Ooh ooh
Ooh, ooh-ooh, ooh
Cute red hood come walk with me
Leave your room mate friend
Come up to this apartment with me
Wait just a second

Oh, I'm fevering
Oh, you make me want to...
Now I'm gonna gonna chase you

(I will not give up on you)
Oh, I'm fevering
Oh, you're some feet above her
Now I'm gonna gonna chase you

(I will not give up on you)
Oh, I'm fevering
Oh, you make me want to...
Now I'm gonna gonna chase you

(I will not give up on you)
Oh, I'm fevering
Oh, you're some feet above her
Now I'm gonna gonna chase you

(I will not give up on you)
Ooh ooh
Ooh ooh-ooh ooh
Ooh ooh
Ooh, ooh-ooh, ooh
Ooh ooh
Ooh ooh-ooh ooh
Ooh ooh
Ooh, ooh-ooh, ooh

Ooh ooh
Ooh ooh-ooh ooh
Ooh ooh
Ooh, ooh-ooh, ooh

Ooh ooh
Ooh ooh-ooh ooh
Ooh ooh
Ooh, ooh-ooh, ooh

Ooh ooh
Ooh ooh-ooh ooh
Ooh ooh
Ooh, ooh-ooh, ooh

Ooh ooh
Ooh ooh-ooh ooh
Ooh ooh
Ooh, ooh-ooh, ooh

Ooh ooh
Ooh ooh-ooh ooh
Ooh ooh
Ooh, ooh-ooh, ooh1Embed"
913,ML914,Bright Eyes,Classic Cars,relaxed,"She was a real royal lady, true patron of the arts
She said the best country singers die in the back of classic cars
So if I ever got too hungry for a suitcase or guitar
To think of them all alone in the dark
So I laid some nights beside her in a bed made for a queen
She said I kissed her different, that all the men her age were mean
Gave me anything I wanted, oh the generosity
I took all that I could, it was free

Now the sky's a torn-up denim and the clouds are just splattered paint
It's a room I'm renovating; it's a name I got to change
If I get out of California, I'm going back to my home state
To tell them all that I made a mistake

And I keep looking for that blindfold faith
Lighting candles to a cynical saint
Who wants the last laugh at the fly trapped in the windowsill tape
You can go right out of your mind trying to escape
From the panicked paradox of day to day
If you can't understand something then it's best to be afraid
The whole world it loves you if you're a chic chameleon
Intersecting circles, she could hang with anyone
But when conducting business she would lie about where she's from
Saying, ""Life is how it is not how it was""
You might also likeI learned to listen, felt like I was back at school
She'd talk forever about the phases of the moon
Saying, ""Everything is a cycle, you've got to let it come to you
And when it does, you will know what to do""

Without even knowing, I guess I took up her advice
Painted her front door, it seemed a suitable goodbye
It's not that often but I think of her sometimes
Just something quaint, a couple ships in the night

And they keep moving at a glacial pace
Turning circles in a memory maze
I made a new cast of the death mask that's gonna cover my face
I had to change the combination to the safe
Hide it all behind a wall, let people wait
And never trust a heart that's so bent it can't break1Embed"
914,ML915,Lizz Wright,Hey Mann,relaxed,"Hey mann what you doing here
I don't remember letting you in
Hey mann how d'you get in here
You're in my heart without consent
I always took pride in my selfcontrol
To my heart only I had the key
But something's gone wrong with my radar screen
You slipped by and you captured me

Hey mann what you doing here
I don't remember letting you in

Hey mann how d'you get in here
You're in my heart without consent

I've done all I could to keep my head clear
Logic tells me that this should never be
But there's no mistaking the shape I'm in
Love has filled my every waking day

Hey mann what you doing here
I don't remember letting you in
You might also likeHey mann how d'you get in here
You're in my heart without consent

Now hear, here's the strangest thing
The day has come I thought I'd never see
I walk smiling in a lightglow and I'm calling out your name
I've lost the battle and I'm quiet well pleased

Hey mann what you doing here
I don't remember letting you in

Hey mann how d'you get in here
You're in my heart

Hey mann what you doing here
I don't remember letting you in

Hey mann how d'you get in here
You're in my heart1Embed"
915,ML916,Fiona Apple,Limp,angry,"[Verse 1]
You wanna make me sick, you wanna lick my wounds, don't you, baby?
You want the badge of honour when you save my hide
But you're the one in the way of the day of doom, baby
If you need my shame to reclaim your pride

[Chorus]
And when I think of it, my fingers turn to fists
I never did anything to you, man
But no matter what I try, you'll beat me with your bitter lies
So call me crazy, hold me down
Make me cry, get off now, baby
It won't be long till you'll be lying limp in your own hands

[Verse 2]
You feed the beast I have within me
You wave the red flag, baby, you make it run, run, run
Standing on the sidelines, waving and grinning
You fondle my trigger, then you blame my gun

[Chorus]
And when I think of it, my fingers turn to fists
I never did anything to you, man
But no matter what I try, you'll beat me with your bitter lies
So call me crazy, hold me down
Make me cry, get off now, baby
It won't be long till you'll be lying limp in your own hands
You might also like[Chorus]
And when I think of it, my fingers turn to fists
I never did anything to you, man
But no matter what I try, you'll beat me with your bitter lies
So call me crazy, hold me down
Make me cry, get off now, baby
It won't be long till you'll be lying limp in your own hands6Embed"
916,ML917,The Jackson 5,ABC,happy,"[Intro: Michael Jackson]
A buh-buh buh buh
A buh-buh buh buh

[Verse 1: Michael Jackson & Jermaine Jackson]
You went to school to learn, girl
Things you never, never knew before
Like ""I before E, except after C""
And why two plus two makes four
Now, now, now, I'm gonna teach you (Teach you, teach you)
All about love, yeah! (All about love!)
Sit yourself down, take a seat
All you gotta do is repeat after me

[Chorus: Michael Jackson]
A, B, C
Easy as 1, 2, 3
Or simple as Do-Re-Mi
A, B, C, 1, 2, 3, baby, you and me, girl!
A, B, C
Easy as 1, 2, 3
Or simple as Do-Re-Mi
A, B, C, 1, 2, 3, baby, you and me, girl!

[Bridge: Tito Jackson, Jackie Jackson, Jermaine Jackson & Michael Jackson]
Come on, let me love you just a little bit!
Come on, let me love you just a little bit!
I'ma gonna teach how to sing it out!
Come on, come on, come on
Let me show you what it's all about!
You might also like[Verse 2: Michael Jackson & Jermaine Jackson]
Reading, writing, 'rithmetic
Are the branches of the learning tree
But without the roots of love every day, girl
Your education ain't complete
T-t-t-teachers gonna show you (Show you, show you)
How to get an ""A""! (Nyah nyah nyah nyah!)
Spell me, you (You add the two)
Listen to me, baby, that's all you gotta do!

[Chorus: Michael Jackson]
Oh, A, B, C
It's easy as 1, 2, 3
Or simple as Do-Re-Mi
A, B, C, 1, 2, 3, baby, you and me, girl!

[Refrain: Michael Jackson]
A, B, C, it's easy, it's like counting up to three
Sing a simple melody
That's how easy love can be
Now, that's how easy love can be
Sing a simple melody
1, 2, 3, you and me (Yeah)

[Bridge 2: Michael Jackson]
Sit down, girl!
I think I love you!
No!
Get up, girl!
Show me what you can do!
Shake it, shake it, baby, come on now!
Shake it, shake it, baby, ooh-ooh!
Shake it, shake it, baby, huh!
1, 2, 3, baby, ooh-ooh
A, B, C, baby, nah nah!
Do-Re-Mi, baby, huh!
That's how easy love can be
[Refrain: Michael Jackson]
A, B, C, it's easy, it's like counting up to three
Sing a simple melody
That's how easy love can be

[Outro: Jermaine Jackson & Michael Jackson]
I'm-a gonna teach you how to sing it out!
Come on, come on, come on
Let me show you what it's all about!
A, B, C, it's easy, it's like counting up to three
Sing a simple melody
That's how easy love can be
I'ma gonna teach you how to sing it out, sing it out, sing it out! (Oh! Oh! Oh, baby!)
A, B, C, it's easy, it's like counting up to three
Sing a simple melody
That's how easy...6Embed"
917,ML918,Todd Rundgren,One More Day (No Word),relaxed,"2 ContributorsOne More Day (No Word) Lyrics[Verse 1]
One more day
They said we'd be home for Christmas but I'm still here today
One more day
I went to see the first lieutenant
He said shut up and wait
One more day, no word
Ooh, one more day, no word

[Verse 2]
One more day
We don't pick no more trees 'til the union okay
One more day
If they don't get a contract soon then I don't think we can stay
One more day, no word
Ooh, one more day, no word

[Bridge]
All alone
All my friends are gone
Ears of stone, eyes gone blind
Too little to do and too much time

One more day, no word
Ooh, one more day, no word
See Todd Rundgren LiveGet tickets as low as $47You might also like[Verse 3]
One more day
I haven't seen my girl in a year last July
One more day
She hasn't even written a letter but I try not to cry
One more day, no word
Ooh, one more day, no word

[Bridge]
All alone
All my friends are gone
Ears of stone, eyes gone blind
Too little to do and too much time

[Outro]
One more day, no word
Ooh, one more day, no word
Ooh, one more day, no word
Ooh, one more day, no word
Doesn't anybody know I'm alive (ooh, one more day, no word)
I just don't think I can survive (ooh, one more day, no word)
One more day, no word (ooh, one more day, no word)
Another day has gone byEmbed"
918,ML919,Rage Against the Machine,Wind Below,angry,"[Verse 1]
Flip this capital eclipse
The vocal tone has got 'em sweating their own apocalypse
Yes, rebel of the grains stand masterless
The masked ones cap one, NAFTA coming with the new disaster
And yes, we in with the wind and the Plan de Ayala kin
Coming back around again
The slave driver saliva, one night, power turns
Them devils mouths dry, now Mexico burns
So here they come, one by one, them killers of the new frontier
Occupy, causing fear, come on

[Chorus]
With the wind below
We in with the wind below
With the wind below

[Verse 2]
Flip this capital eclipse
Them bury life wit' IMF shifts, and poison lips
Yo, they talk it while slicing our veins, yo, so mark it
From the FINCAS overseers to them vultures playing markets
She ain't got nothing but weapon and shawl
She is Chol, Tzotzil, Tojolobal, Tzeltal
The tools are her tools, Ejidos and ovaries
She was strangled, now through a barrel she breathes
You might also like[Chorus]
She is the wind below
The wind below
She is the wind below

[Bridge]
And all the shareholders gonna flex and try to annex the truth
While the new trust is gonna flex and cast their image in you
Yeah, all the shareholders gonna flex and try to annex the truth
And while the new trust tries to flex and cast their image in you
And GE is gonna flex and try and annex the truth
And NBC is gonna flex and cast their image in you
And Disney bought the fantasies and piles of eyes
And ABC's new thrill rides of trials and lies
And while the gut eaters strain to pull the mud from their mouths
They force our ears to go deaf to the screams in the south, yeah

[Outro]
But we in with the wind below
But we in with the wind below
But we in with the wind below4Embed"
919,ML920,Al Green,Let's Get Married,relaxed,"5 ContributorsLet’s Get Married Lyrics[Verse 1]
Sitting here
Wasting my time for you
And I'm not too crazy about the idea
Of having nothing to do, oh no

[Pre-Chorus]
Now it's time for a change
The idea might sound strange, oh
There's no time to waste

[Chorus]
Let's get married today (Let's get married)
Gonna get married (Let's get married)
Married today (Let's get married)
I love you anyway, oh my (Let's get married)

[Verse 2]
There must be something wrong
Or something here
That I don't understand
Oh, you don't believe me
You say you love me
Why don't you give me your hand?
Oh baby
You might also like[Pre-Chorus]
Let me tell you one thing
I'm tired of playing around
A girl in every town
I want to settle down
And stop foolin' around

[Chorus]
(Let's get married)
I've got to stop foolin' around
(Let's get married)
Stop foolin' around
(Let's get married)
You don't believe me but I want to stop
Foolin' around
(Let's get married)
Let me say it

[Bridge]
I didn't mean to say all the things I said, oh no
The way I felt in my heart
It came out that way
Let me tell you one thing
Don't want to say anything to drive you away

[Chorus]
Let's get married today (Let's get married)
Hey (If you love me, let's get married)
Alright
Wanna get married (Let's get married)
Let's get married today
[Breakdown]
Might as well
Might as well
'Cause take you in my arms and hold you
Take you in arms and squeeze you
Take you in my arms and love you every night
Just make everything alright, alright
I wanna soothe you baby, want to soothe you baby, want to soothe you baby, want to soothe you baby
I want to love you baby, want to love you baby, want to understand you baby

I'll tell you, will you talk to me?
I'll tell you you can talk to me
Try to understand your lovin' ways
Try to just let me, let me, let me
Soothe you baby, let me soothe you baby, I can soothe you baby, I can, I can wipe all your tears away
Wipe all your tears away
Girl, wipe all your tears away
Wipe all your tears away
Wipe all your tears away

Hey hey, hey hey
You can know me
You don't believe me
Ow, ow, ow, ow
Ow, ow, ow, ow
Let's get married today
I found out I didn't, I don't love nobody anyway
I really really love you baby
I really really love you baby
I tell the truth about it
I love you baby
I can feel the groove comin' on now
Hey hey
Hey baby
You don't know me
Let's get married today
I love you anyway2Embed"
920,ML921,Jimmy Durante,I'M The Guy Who Found The Lost Chord,happy,"2 ContributorsI’m the Guy Who Found the Lost Chord LyricsI was sitting at my piano, the other day
But my mind was ill at ease
They were coming to take it away that afternoon
I was all by myself in a mellow mood
Improvising symphonies
My right hand was playing Mozart's minuet
And at the same time my left hand was playing; have a banana; from Carmen
And at the same time my mouth was whistling a sextet from Luicini
And at the same time What do you think my foot was doing?
While keeping time it was cracking walnuts; see I had to eat too
Then in the midst of all soliloquy
I found it, I found it
The Lost Chord, The Lost Chord!
So let's celebrate I'm feeling great
I'm the guy that found the Lost chord
I'll have my name in the hall of fame; cos I went and found that lost chord

Everyone knows Tchaikovsky wasn't recognised for 300 years
Brahms wasn't recognised for 400 years
Beethoven wasn't recognised for 500 years
But I can't wait that long I've only got two changes of clothes!

People said I was mad. but that didn't trouble me
They said Mozart was mad
They said Puccini was mad
They said Louis was mad
Who's Louis? My uncle, he was mad!
You might also likeSo let's celebrate I'm feeling great
I'm the guy that found the Lost chord

You know it wasn't easy finding that Lost chord
Working in my attic I didn't sleep for days and days
I'd be in terrible shape if I hadn't slept nights!
First I put an A flat with a B minor
Then I put a B minor with and F major
Then I put and F minor with a B major
Then I tried an A and a B and a B and a C
And a C and a D and a D and E and an E and a F
And a F and a G; What a piano no apostrophe's !

And this is what I came up with (plays wrong chord)

What's happened that isn't the chord (plays wrong chord)
Neither is that (plays wrong chord)
Neither is that (plays wrong chord)
And neither is that! I lost the chord a catatstrophe
I'm gonna sit down on the keyboard of this piano until the chord is return

(sits down bum plays the right chord)

That's it the lost chord! I found it, I found by sitting on the piano keyboard
Strange I usually play by ear!
So let's celebrate I'm feeling great
I'm the guy that found the Lost chordEmbed"
921,ML922,Yael Naïm,Too Long,relaxed,"I waited for so long outside myself
You see I was pretending to be someone else
I was longing to see who I wanted to be
And I've been waiting on my own
I've been waiting for too long
Not strong enough to be with you
And I've been making up my world
I've been painting it with gold
Not strong enough to see you, oh
I irrigate illusions then let them grow
How can I pacify myself and let go?
And I ran wild to see who I turned out to be
I've been waiting on my own
I've been waiting for too long
Not strong enough to be with you
And I've been making up my world
I've been painting it with gold
Not strong enough to see you
And I've been waiting on my own
I've been waiting for too long
Not strong enough to be with you
And I've been making up my world
I've been painting it with gold
Not strong enough to see you
I've been waiting on my own
[Foreign Content]
[Foreign Content]
But it was too cold in my world, my world
And I've been waiting on my own
I've been waiting for too long
Not strong enough to be with you
And I've been making up my world
I've been painting it with gold
Not strong enough to see you
See you, oh no
(Strong enough I'm not strong enough to see you)
See you
(Strong enough I'm not strong enough to see you)
(Strong enough I'm not strong enough to see you)You might also likeEmbed"
922,ML923,Chairlift,Ceiling Wax,relaxed,"When I'll walk out of this road
You'll never see me again
For I will never return
From that scary place

My time is come
My day is done
My time is come
My day is doneYou might also likeEmbed"
923,ML924,India.Arie,Nature,relaxed,"[Intro]
I know, oh, oh
Oh, oh, oh
Ooh, oh-oh-oh, oh-oh-oh
Oh-oh-oh, oh-oh-oh, yeah

[Verse 1]
Hey baby, why you rushing?
Let's sit back and watch the flowers grow
Why you want to swim against the tide?
Let's lay and watch the river flow
Here in God's creation
There is always a reason
I know, that love is there for us, yeah

[Chorus]
Where we'll go, baby, I don't know
Maybe we should just let nature run the show
Where we'll go, baby, I don't know
Maybe we should just let nature run the show

[Verse 2]
I don't wanna watch no movie
Let's sit and watch the stars put on a show
If you wanna win my favor
Be creative, and show me your flavor
'Cause here in God's creation
For everything there is a season
Let go, let life, let love, let God
You might also like[Chorus]
Where we'll go, baby, I don't know
Maybe we should just let nature run the show
Where we'll go, baby, I don't know
Maybe we should just let nature run the show

[Bridge]
Like the sun shines and the wind blows
Like the birds fly and the moon glows
If I am meant for you and you are meant for me then
We will flow together everlastly

[Chorus]
Where we'll go, baby, I don't know
Maybe we should just let nature run the show
Where we'll go, baby, I don't know (Oh, oh, oh)
Maybe we should just let nature run the show

[Outro]
Baby, we should sit, watch the flowers grow
Baby, we should sit, back and watch the moon glow
Baby, we should feel the wind blow
Maybe, maybe, maybe, yeah
Oh-oh-oh, oh-oh-oh
Oh-oh-oh, oh-oh-oh
First you plant a seed and then it grows and
Then it blooms, then it dies, that's the cycle of life
Same goes for you and I
Maybe this time we'll get it right, get it right (Go with the flow)
Go with the flow
Go with the flow
Go with the flow (Maybe we'll get it right, yeah)
Go with the flow
Go with the flow (Maybe we'll get it right, yeah)
Go with the flow
Go with the flow
Go with the flow
Oh, oh, oh
Go with the flow
Go with the flow
Go with the flow
Go with the flow
Go with the flow
Go with the flow
Go with the flow
Go with the flowEmbed"
